inv_date_sk|inv_item_sk|inv_warehouse_sk|inv_quantity_on_hand
2450815|286|1|720
2450815|289|1|212
2450815|290|1|793
2450815|292|1|491
2450815|295|1|62
2450815|296|1|266
2450815|298|1|206
2450815|301|1|679
2450815|302|1|116
2450815|304|1|702
2450815|307|1|922
2450815|308|1|982
2450815|310|1|783
2450815|313|1|614
2450815|314|1|855
2450815|316|1|487
2450815|319|1|829
2450815|320|1|
2450815|322|1|926
2450815|325|1|349
2450815|326|1|663
2450815|328|1|95
2450815|331|1|476
2450815|332|1|956
2450815|334|1|55
2450815|337|1|564
2450815|338|1|650
2450815|340|1|688
2450815|343|1|827
2450815|344|1|716
2450815|346|1|85
2450815|349|1|559
2450815|350|1|437
2450815|352|1|215
2450815|355|1|429
2450815|356|1|614
2450815|358|1|238
2450815|361|1|331
2450815|362|1|201
2450815|364|1|544
2450815|367|1|624
2450815|368|1|100
2450815|370|1|666
2450815|373|1|732
2450815|374|1|143
2450815|376|1|171
2450815|379|1|122
2450815|380|1|859
2450815|382|1|438
2450815|385|1|768
2450815|386|1|696
2450815|388|1|711
2450815|391|1|920
2450815|392|1|405
2450815|394|1|462
2450815|397|1|699
2450815|398|1|342
2450815|400|1|487
2450815|403|1|
2450815|404|1|447
2450815|406|1|18
2450815|409|1|672
2450815|410|1|56
2450815|412|1|642
2450815|415|1|196
2450815|416|1|375
2450815|418|1|950
2450815|421|1|837
2450815|422|1|456
2450815|424|1|256
2450815|427|1|283
2450815|428|1|813
2450815|430|1|431
2450815|433|1|286
2450815|434|1|858
2450815|436|1|740
2450815|439|1|7
2450815|440|1|952
2450815|442|1|309
2450815|445|1|209
2450815|446|1|269
2450815|448|1|638
2450815|451|1|448
2450815|452|1|890
2450815|454|1|209
2450815|457|1|950
2450815|458|1|72
2450815|460|1|235
2450815|463|1|289
2450815|464|1|492
2450815|466|1|311
2450815|469|1|943
2450815|470|1|995
2450815|472|1|314
2450815|475|1|601
2450815|476|1|228
2450815|478|1|170
2450815|481|1|988
2450815|482|1|728
2450815|484|1|852
2450815|487|1|832
2450815|488|1|131
2450815|490|1|894
2450815|493|1|682
2450815|494|1|634
2450815|496|1|538
2450815|499|1|460
2450815|500|1|
2450815|502|1|94
2450815|505|1|151
2450815|506|1|360
2450815|508|1|
2450815|511|1|767
2450815|512|1|236
2450815|514|1|142
2450815|517|1|273
2450815|518|1|
2450815|520|1|57
2450815|523|1|743
2450815|524|1|273
2450815|526|1|73
2450815|529|1|514
2450815|530|1|149
2450815|532|1|924
2450815|535|1|282
2450815|536|1|993
2450815|538|1|734
2450815|541|1|876
2450815|542|1|237
2450815|544|1|949
2450815|547|1|23
2450815|548|1|443
2450815|550|1|749
2450815|553|1|729
2450815|554|1|865
2450815|556|1|630
2450815|559|1|832
2450815|560|1|933
2450815|562|1|65
2450815|565|1|10
2450815|566|1|37
2450815|568|1|616
2450815|571|1|716
2450815|572|1|263
2450815|574|1|334
2450815|577|1|874
2450815|578|1|5
2450815|580|1|719
2450815|583|1|303
2450815|584|1|319
2450815|586|1|953
2450815|589|1|69
2450815|590|1|870
2450815|592|1|157
2450815|595|1|274
2450815|596|1|770
2450815|598|1|406
2450815|601|1|564
2450815|602|1|695
2450815|604|1|60
2450815|607|1|933
2450815|608|1|637
2450815|610|1|627
2450815|613|1|483
2450815|614|1|262
2450815|616|1|716
2450815|619|1|723
2450815|620|1|604
2450815|622|1|951
2450815|625|1|602
2450815|626|1|551
2450815|628|1|323
2450815|631|1|736
2450815|632|1|579
2450815|634|1|429
2450815|637|1|833
2450815|638|1|679
2450815|640|1|631
2450815|643|1|700
2450815|644|1|423
2450815|646|1|897
2450815|649|1|818
2450815|650|1|540
2450815|652|1|62
2450815|655|1|72
2450815|656|1|40
2450815|658|1|110
2450815|661|1|772
2450815|662|1|686
2450815|664|1|300
2450815|667|1|959
2450815|668|1|
2450815|670|1|646
2450815|673|1|94
2450815|674|1|329
2450815|676|1|601
2450815|679|1|370
2450815|680|1|150
2450815|682|1|144
2450815|685|1|350
2450815|686|1|295
2450815|688|1|628
2450815|691|1|
2450815|692|1|22
2450815|694|1|16
2450815|697|1|707
2450815|698|1|453
2450815|700|1|112
2450815|703|1|393
2450815|704|1|798
2450815|706|1|504
2450815|709|1|148
2450815|710|1|885
2450815|712|1|828
2450815|715|1|118
2450815|716|1|917
2450815|718|1|849
2450815|721|1|11
2450815|722|1|51
2450815|724|1|893
2450815|727|1|254
2450815|728|1|82
2450815|730|1|782
2450815|733|1|199
2450815|734|1|588
2450815|736|1|390
2450815|739|1|576
2450815|740|1|327
2450815|742|1|107
2450815|745|1|305
2450815|746|1|979
2450815|748|1|214
2450815|751|1|706
2450815|752|1|16
2450815|754|1|760
2450815|757|1|391
2450815|758|1|186
2450815|760|1|385
2450815|763|1|491
2450815|764|1|736
2450815|766|1|
2450815|769|1|747
2450815|770|1|599
2450815|772|1|604
2450815|775|1|184
2450815|776|1|847
2450815|778|1|81
2450815|781|1|251
2450815|782|1|116
2450815|784|1|609
2450815|787|1|196
2450815|788|1|909
2450815|790|1|779
2450815|793|1|664
2450815|794|1|124
2450815|796|1|788
2450815|799|1|206
2450815|800|1|529
2450815|802|1|213
2450815|805|1|233
2450815|806|1|115
2450815|808|1|664
2450815|811|1|723
2450815|812|1|384
2450815|814|1|344
2450815|817|1|617
2450815|818|1|672
2450815|820|1|377
2450815|823|1|497
2450815|824|1|321
2450815|826|1|932
2450815|829|1|13
2450815|830|1|119
2450815|832|1|675
2450815|835|1|721
2450815|836|1|303
2450815|838|1|109
2450815|841|1|627
2450815|842|1|
2450815|844|1|678
2450815|847|1|907
2450815|848|1|950
2450815|850|1|594
2450815|853|1|746
2450815|854|1|979
2450815|856|1|556
2450815|859|1|939
2450815|860|1|916
2450815|862|1|
2450815|865|1|171
2450815|866|1|372
2450815|868|1|120
2450815|871|1|386
2450815|872|1|646
2450815|874|1|507
2450815|877|1|688
2450815|878|1|132
2450815|880|1|466
2450815|883|1|272
2450815|884|1|464
2450815|886|1|872
2450815|889|1|928
2450815|890|1|699
2450815|892|1|994
2450815|895|1|544
2450815|896|1|385
2450815|898|1|924
2450815|901|1|26
2450815|902|1|634
2450815|904|1|25
2450815|907|1|960
2450815|908|1|124
2450815|910|1|918
2450815|913|1|589
2450815|914|1|84
2450815|916|1|16
2450815|919|1|502
2450815|920|1|934
2450815|922|1|134
2450815|925|1|125
2450815|926|1|534
2450815|928|1|515
2450815|931|1|979
2450815|932|1|107
2450815|934|1|635
2450815|937|1|282
2450815|938|1|299
2450815|940|1|
2450815|943|1|974
2450815|944|1|825
2450815|946|1|879
2450815|949|1|287
2450815|950|1|179
2450815|952|1|864
2450815|955|1|590
2450815|956|1|162
2450815|958|1|
2450815|961|1|837
2450815|962|1|412
2450815|964|1|585
2450815|967|1|811
2450815|968|1|23
2450815|970|1|592
2450815|973|1|7
2450815|974|1|105
2450815|976|1|222
2450815|979|1|545
2450815|980|1|533
2450815|982|1|983
2450815|985|1|913
2450815|986|1|934
2450815|988|1|
2450815|991|1|423
2450815|992|1|397
2450815|994|1|77
2450815|997|1|249
2450815|998|1|373
2450815|1000|1|916
2450815|1003|1|887
2450815|1004|1|598
2450815|1006|1|270
2450815|1009|1|199
2450815|1010|1|665
2450815|1012|1|239
2450815|1015|1|782
2450815|1016|1|46
2450815|1018|1|584
2450815|1021|1|631
2450815|1022|1|516
2450815|1024|1|235
2450815|1027|1|53
2450815|1028|1|487
2450815|1030|1|589
2450815|1033|1|510
2450815|1034|1|566
2450815|1036|1|561
2450815|1039|1|329
2450815|1040|1|
2450815|1042|1|629
2450815|1045|1|528
2450815|1046|1|794
2450815|1048|1|371
2450815|1051|1|15
2450815|1052|1|703
2450815|1054|1|
2450815|1057|1|580
2450815|1058|1|347
2450815|1060|1|292
2450815|1063|1|247
2450815|1064|1|843
2450815|1066|1|39
2450815|1069|1|401
2450815|1070|1|641
2450815|1072|1|208
2450815|1075|1|194
2450815|1076|1|14
2450815|1078|1|43
2450815|1081|1|557
2450815|1082|1|346
2450815|1084|1|994
2450815|1087|1|532
2450815|1088|1|729
2450815|1090|1|321
2450815|1093|1|934
2450815|1094|1|608
2450815|1096|1|646
2450815|1099|1|298
2450815|1100|1|910
2450815|1102|1|935
2450815|1105|1|525
2450815|1106|1|36
2450815|1108|1|541
2450815|1111|1|407
2450815|1112|1|
2450815|1114|1|765
2450815|1117|1|85
2450815|1118|1|460
2450815|1120|1|49
2450815|1123|1|248
2450815|1124|1|
2450815|1126|1|369
2450815|1129|1|338
2450815|1130|1|258
2450815|1132|1|321
2450815|1135|1|955
2450815|1136|1|905
2450815|1138|1|968
2450815|1141|1|332
2450815|1142|1|
2450815|1144|1|491
2450815|1147|1|684
2450815|1148|1|796
2450815|1150|1|451
2450815|1153|1|427
2450815|1154|1|255
2450815|1156|1|356
2450815|1159|1|848
2450815|1160|1|931
2450815|1162|1|464
2450815|1165|1|517
2450815|1166|1|969
2450815|1168|1|398
2450815|1171|1|263
2450815|1172|1|926
2450815|1174|1|608
2450815|1177|1|956
2450815|1178|1|237
2450815|1180|1|597
2450815|1183|1|520
2450815|1184|1|721
2450815|1186|1|637
2450815|1189|1|470
2450815|1190|1|849
2450815|1192|1|905
2450815|1195|1|965
2450815|1196|1|80
2450815|1198|1|788
2450815|1201|1|293
2450815|1202|1|635
2450815|1204|1|513
2450815|1207|1|356
2450815|1208|1|633
2450815|1210|1|230
2450815|1213|1|403
2450815|1214|1|
2450815|1216|1|894
2450815|1219|1|174
2450815|1220|1|38
2450815|1222|1|292
2450815|1225|1|418
2450815|1226|1|716
2450815|1228|1|698
2450815|1231|1|
2450815|1232|1|11
2450815|1234|1|866
2450815|1237|1|594
2450815|1238|1|214
2450815|1240|1|876
2450815|1243|1|247
2450815|1244|1|
2450815|1246|1|287
2450815|1249|1|615
2450815|1250|1|185
2450815|1252|1|39
2450815|1255|1|
2450815|1256|1|281
2450815|1258|1|586
2450815|1261|1|805
2450815|1262|1|796
2450815|1264|1|971
2450815|1267|1|698
2450815|1268|1|3
2450815|1270|1|335
2450815|1273|1|589
2450815|1274|1|76
2450815|1276|1|867
2450815|1279|1|431
2450815|1280|1|
2450815|1282|1|366
2450815|1285|1|620
2450815|1286|1|858
2450815|1288|1|28
2450815|1291|1|860
2450815|1292|1|43
2450815|1294|1|570
2450815|1297|1|586
2450815|1298|1|552
2450815|1300|1|32
2450815|1303|1|677
2450815|1304|1|757
2450815|1306|1|328
2450815|1309|1|777
2450815|1310|1|458
2450815|1312|1|912
2450815|1315|1|17
2450815|1316|1|520
2450815|1318|1|367
2450815|1321|1|619
2450815|1322|1|167
2450815|1324|1|553
2450815|1327|1|329
2450815|1328|1|384
2450815|1330|1|774
2450815|1333|1|743
2450815|1334|1|824
2450815|1336|1|485
2450815|1339|1|310
2450815|1340|1|188
2450815|1342|1|234
2450815|1345|1|773
2450815|1346|1|433
2450815|1348|1|276
2450815|1351|1|75
2450815|1352|1|521
2450815|1354|1|218
2450815|1357|1|771
2450815|1358|1|786
2450815|1360|1|570
2450815|1363|1|985
2450815|1364|1|230
2450815|1366|1|501
2450815|1369|1|
2450815|1370|1|875
2450815|1372|1|
2450815|1375|1|596
2450815|1376|1|249
2450815|1378|1|266
2450815|1381|1|15
2450815|1382|1|232
2450815|1384|1|674
2450815|1387|1|647
2450815|1388|1|934
2450815|1390|1|935
2450815|1393|1|130
2450815|1394|1|6
2450815|1396|1|544
2450815|1399|1|222
2450815|1400|1|22
2450815|1402|1|589
2450815|1405|1|563
2450815|1406|1|559
2450815|1408|1|93
2450815|1411|1|590
2450815|1412|1|972
2450815|1414|1|94
2450815|1417|1|151
2450815|1418|1|791
2450815|1420|1|190
2450815|1423|1|928
2450815|1424|1|
2450815|1426|1|385
2450815|1429|1|665
2450815|1430|1|971
2450815|1432|1|778
2450815|1435|1|682
2450815|1436|1|877
2450815|1438|1|3
2450815|1441|1|335
2450815|1442|1|20
2450815|1444|1|524
2450815|1447|1|631
2450815|1448|1|799
2450815|1450|1|137
2450815|1453|1|
2450815|1454|1|437
2450815|1456|1|488
2450815|1459|1|45
2450815|1460|1|716
2450815|1462|1|67
2450815|1465|1|
2450815|1466|1|428
2450815|1468|1|74
2450815|1471|1|177
2450815|1472|1|635
2450815|1474|1|233
2450815|1477|1|345
2450815|1478|1|717
2450815|1480|1|47
2450815|1483|1|266
2450815|1484|1|539
2450815|1486|1|331
2450815|1489|1|58
2450815|1490|1|441
2450815|1492|1|764
2450815|1495|1|9
2450815|1496|1|35
2450815|1498|1|461
2450815|1501|1|230
2450815|1502|1|214
2450815|1504|1|121
2450815|1507|1|475
2450815|1508|1|203
2450815|1510|1|47
2450815|1513|1|118
2450815|1514|1|773
2450815|1516|1|517
2450815|1519|1|857
2450815|1520|1|37
2450815|1522|1|959
2450815|1525|1|620
2450815|1526|1|239
2450815|1528|1|968
2450815|1531|1|747
2450815|1532|1|255
2450815|1534|1|69
2450815|1537|1|537
2450815|1538|1|142
2450815|1540|1|626
2450815|1543|1|924
2450815|1544|1|742
2450815|1546|1|499
2450815|1549|1|166
2450815|1550|1|720
2450815|1552|1|284
2450815|1555|1|426
2450815|1556|1|960
2450815|1558|1|132
2450815|1561|1|141
2450815|1562|1|162
2450815|1564|1|351
2450815|1567|1|43
2450815|1568|1|187
2450815|1570|1|416
2450815|1573|1|984
2450815|1574|1|794
2450815|1576|1|711
2450815|1579|1|
2450815|1580|1|612
2450815|1582|1|393
2450815|1585|1|867
2450815|1586|1|335
2450815|1588|1|701
2450815|1591|1|117
2450815|1592|1|
2450815|1594|1|763
2450815|1597|1|526
2450815|1598|1|204
2450815|1600|1|16
2450815|1603|1|999
2450815|1604|1|213
2450815|1606|1|484
2450815|1609|1|
2450815|1610|1|923
2450815|1612|1|518
2450815|1615|1|557
2450815|1616|1|596
2450815|1618|1|413
2450815|1621|1|795
2450815|1622|1|573
2450815|1624|1|443
2450815|1627|1|375
2450815|1628|1|15
2450815|1630|1|37
2450815|1633|1|233
2450815|1634|1|733
2450815|1636|1|267
2450815|1639|1|981
2450815|1640|1|268
2450815|1642|1|598
2450815|1645|1|831
2450815|1646|1|436
2450815|1648|1|804
2450815|1651|1|228
2450815|1652|1|756
2450815|1654|1|807
2450815|1657|1|952
2450815|1658|1|793
2450815|1660|1|539
2450815|1663|1|474
2450815|1664|1|367
2450815|1666|1|481
2450815|1669|1|338
2450815|1670|1|320
2450815|1672|1|599
2450815|1675|1|450
2450815|1676|1|574
2450815|1678|1|800
2450815|1681|1|104
2450815|1682|1|85
2450815|1684|1|230
2450815|1687|1|971
2450815|1688|1|914
2450815|1690|1|748
2450815|1693|1|803
2450815|1694|1|214
2450815|1696|1|283
2450815|1699|1|584
2450815|1700|1|639
2450815|1702|1|472
2450815|1705|1|651
2450815|1706|1|777
2450815|1708|1|434
2450815|1711|1|614
2450815|1712|1|97
2450815|1714|1|927
2450815|1717|1|237
2450815|1718|1|57
2450815|1720|1|76
2450815|1723|1|839
2450815|1724|1|123
2450815|1726|1|327
2450815|1729|1|666
2450815|1730|1|950
2450815|1732|1|23
2450815|1735|1|212
2450815|1736|1|455
2450815|1738|1|83
2450815|1741|1|221
2450815|1742|1|479
2450815|1744|1|271
2450815|1747|1|52
2450815|1748|1|901
2450815|1750|1|991
2450815|1753|1|510
2450815|1754|1|
2450815|1756|1|694
2450815|1759|1|138
2450815|1760|1|632
2450815|1762|1|369
2450815|1765|1|473
2450815|1766|1|595
2450815|1768|1|144
2450815|1771|1|840
2450815|1772|1|578
2450815|1774|1|444
2450815|1777|1|427
2450815|1778|1|276
2450815|1780|1|998
2450815|1783|1|823
2450815|1784|1|906
2450815|1786|1|329
2450815|1789|1|794
2450815|1790|1|375
2450815|1792|1|450
2450815|1795|1|58
2450815|1796|1|828
2450815|1798|1|39
2450822|1|1|852
2450822|2|1|800
2450822|4|1|481
2450822|7|1|135
2450822|8|1|75
2450822|10|1|402
2450822|13|1|128
2450822|14|1|243
2450822|16|1|695
2450822|19|1|426
2450822|20|1|623
2450822|22|1|214
2450822|25|1|284
2450822|26|1|951
2450822|28|1|
2450822|31|1|561
2450822|32|1|575
2450822|34|1|
2450822|37|1|752
2450822|38|1|396
2450822|40|1|580
2450822|43|1|
2450822|44|1|376
2450822|46|1|515
2450822|49|1|632
2450822|50|1|768
2450822|52|1|89
2450822|55|1|335
2450822|56|1|980
2450822|58|1|158
2450822|61|1|996
2450822|62|1|
2450822|64|1|507
2450822|67|1|979
2450822|68|1|396
2450822|70|1|203
2450822|73|1|400
2450822|74|1|695
2450822|76|1|846
2450822|79|1|175
2450822|80|1|
2450822|82|1|149
2450822|85|1|710
2450822|86|1|690
2450822|88|1|334
2450822|91|1|477
2450822|92|1|
2450822|94|1|385
2450822|97|1|608
2450822|98|1|938
2450822|100|1|565
2450822|103|1|756
2450822|104|1|92
2450822|106|1|598
2450822|109|1|880
2450822|110|1|744
2450822|112|1|822
2450822|115|1|96
2450822|116|1|194
2450822|118|1|758
2450822|121|1|2
2450822|122|1|211
2450822|124|1|755
2450822|127|1|698
2450822|128|1|40
2450822|130|1|595
2450822|133|1|669
2450822|134|1|338
2450822|136|1|648
2450822|139|1|993
2450822|140|1|640
2450822|142|1|587
2450822|145|1|45
2450822|146|1|156
2450822|148|1|380
2450822|151|1|30
2450822|152|1|280
2450822|154|1|976
2450822|157|1|242
2450822|158|1|399
2450822|160|1|
2450822|163|1|888
2450822|164|1|991
2450822|166|1|68
2450822|169|1|986
2450822|170|1|822
2450822|172|1|581
2450822|175|1|671
2450822|176|1|428
2450822|178|1|825
2450822|181|1|364
2450822|182|1|528
2450822|184|1|989
2450822|187|1|3
2450822|188|1|513
2450822|190|1|84
2450822|193|1|234
2450822|194|1|450
2450822|196|1|76
2450822|199|1|906
2450822|200|1|431
2450822|202|1|692
2450822|205|1|821
2450822|206|1|829
2450822|208|1|283
2450822|211|1|410
2450822|212|1|183
2450822|214|1|
2450822|217|1|867
2450822|218|1|296
2450822|220|1|849
2450822|223|1|556
2450822|224|1|122
2450822|226|1|767
2450822|229|1|938
2450822|230|1|221
2450822|232|1|470
2450822|235|1|383
2450822|236|1|767
2450822|238|1|866
2450822|241|1|435
2450822|242|1|55
2450822|244|1|857
2450822|247|1|900
2450822|248|1|773
2450822|250|1|304
2450822|253|1|596
2450822|254|1|692
2450822|256|1|488
2450822|259|1|635
2450822|260|1|997
2450822|262|1|722
2450822|265|1|103
2450822|266|1|899
2450822|268|1|223
2450822|271|1|116
2450822|272|1|983
2450822|274|1|865
2450822|277|1|49
2450822|278|1|628
2450822|280|1|154
2450822|283|1|850
2450822|284|1|917
2450822|286|1|854
2450822|289|1|817
2450822|290|1|930
2450822|292|1|743
2450822|295|1|959
2450822|296|1|
2450822|298|1|665
2450822|301|1|944
2450822|302|1|638
2450822|304|1|837
2450822|307|1|99
2450822|308|1|
2450822|310|1|158
2450822|313|1|956
2450822|314|1|633
2450822|316|1|547
2450822|319|1|266
2450822|320|1|863
2450822|322|1|688
2450822|325|1|119
2450822|326|1|102
2450822|328|1|178
2450822|331|1|388
2450822|332|1|261
2450822|334|1|196
2450822|337|1|756
2450822|338|1|842
2450822|340|1|484
2450822|343|1|688
2450822|344|1|481
2450822|346|1|342
2450822|349|1|877
2450822|350|1|711
2450822|352|1|799
2450822|355|1|170
2450822|356|1|905
2450822|358|1|42
2450822|361|1|557
2450822|362|1|992
2450822|364|1|369
2450822|367|1|847
2450822|368|1|1000
2450822|370|1|377
2450822|373|1|665
2450822|374|1|615
2450822|376|1|891
2450822|379|1|761
2450822|380|1|45
2450822|382|1|712
2450822|385|1|510
2450822|386|1|683
2450822|388|1|912
2450822|391|1|14
2450822|392|1|422
2450822|394|1|218
2450822|397|1|338
2450822|398|1|227
2450822|400|1|266
2450822|403|1|284
2450822|404|1|
2450822|406|1|196
2450822|409|1|206
2450822|410|1|641
2450822|412|1|776
2450822|415|1|623
2450822|416|1|333
2450822|418|1|392
2450822|421|1|
2450822|422|1|201
2450822|424|1|35
2450822|427|1|686
2450822|428|1|98
2450822|430|1|864
2450822|433|1|662
2450822|434|1|823
2450822|436|1|422
2450822|439|1|466
2450822|440|1|334
2450822|442|1|395
2450822|445|1|536
2450822|446|1|107
2450822|448|1|998
2450822|451|1|754
2450822|452|1|361
2450822|454|1|138
2450822|457|1|
2450822|458|1|239
2450822|460|1|585
2450822|463|1|108
2450822|464|1|940
2450822|466|1|615
2450822|469|1|605
2450822|470|1|632
2450822|472|1|205
2450822|475|1|874
2450822|476|1|954
2450822|478|1|89
2450822|481|1|519
2450822|482|1|918
2450822|484|1|205
2450822|487|1|680
2450822|488|1|979
2450822|490|1|61
2450822|493|1|846
2450822|494|1|785
2450822|496|1|843
2450822|499|1|805
2450822|500|1|950
2450822|502|1|121
2450822|505|1|98
2450822|506|1|856
2450822|508|1|73
2450822|511|1|663
2450822|512|1|674
2450822|514|1|961
2450822|517|1|
2450822|518|1|299
2450822|520|1|615
2450822|523|1|236
2450822|524|1|875
2450822|526|1|691
2450822|529|1|189
2450822|530|1|925
2450822|532|1|69
2450822|535|1|607
2450822|536|1|444
2450822|538|1|251
2450822|541|1|753
2450822|542|1|612
2450822|544|1|646
2450822|547|1|92
2450822|548|1|151
2450822|550|1|212
2450822|553|1|181
2450822|554|1|846
2450822|556|1|
2450822|559|1|660
2450822|560|1|982
2450822|562|1|0
2450822|565|1|449
2450822|566|1|87
2450822|568|1|798
2450822|571|1|637
2450822|572|1|491
2450822|574|1|595
2450822|577|1|488
2450822|578|1|399
2450822|580|1|5
2450822|583|1|805
2450822|584|1|303
2450822|586|1|915
2450822|589|1|565
2450822|590|1|
2450822|592|1|612
2450822|595|1|956
2450822|596|1|796
2450822|598|1|952
2450822|601|1|
2450822|602|1|48
2450822|604|1|820
2450822|607|1|1
2450822|608|1|68
2450822|610|1|86
2450822|613|1|464
2450822|614|1|177
2450822|616|1|747
2450822|619|1|776
2450822|620|1|989
2450822|622|1|920
2450822|625|1|884
2450822|626|1|91
2450822|628|1|596
2450822|631|1|902
2450822|632|1|739
2450822|634|1|110
2450822|637|1|732
2450822|638|1|239
2450822|640|1|306
2450822|643|1|923
2450822|644|1|724
2450822|646|1|572
2450822|649|1|154
2450822|650|1|114
2450822|652|1|570
2450822|655|1|590
2450822|656|1|657
2450822|658|1|651
2450822|661|1|469
2450822|662|1|350
2450822|664|1|18
2450822|667|1|401
2450822|668|1|49
2450822|670|1|473
2450822|673|1|440
2450822|674|1|639
2450822|676|1|276
2450822|679|1|731
2450822|680|1|369
2450822|682|1|563
2450822|685|1|827
2450822|686|1|179
2450822|688|1|223
2450822|691|1|703
2450822|692|1|830
2450822|694|1|978
2450822|697|1|986
2450822|698|1|907
2450822|700|1|986
2450822|703|1|
2450822|704|1|11
2450822|706|1|
2450822|709|1|609
2450822|710|1|944
2450822|712|1|279
2450822|715|1|601
2450822|716|1|114
2450822|718|1|819
2450822|721|1|601
2450822|722|1|900
2450822|724|1|48
2450822|727|1|84
2450822|728|1|904
2450822|730|1|919
2450822|733|1|882
2450822|734|1|845
2450822|736|1|
2450822|739|1|346
2450822|740|1|921
2450822|742|1|
2450822|745|1|479
2450822|746|1|231
2450822|748|1|239
2450822|751|1|994
2450822|752|1|492
2450822|754|1|884
2450822|757|1|429
2450822|758|1|503
2450822|760|1|292
2450822|763|1|729
2450822|764|1|
2450822|766|1|964
2450822|769|1|918
2450822|770|1|418
2450822|772|1|799
2450822|775|1|294
2450822|776|1|141
2450822|778|1|705
2450822|781|1|382
2450822|782|1|501
2450822|784|1|458
2450822|787|1|964
2450822|788|1|303
2450822|790|1|588
2450822|793|1|294
2450822|794|1|153
2450822|796|1|767
2450822|799|1|806
2450822|800|1|914
2450822|802|1|277
2450822|805|1|176
2450822|806|1|160
2450822|808|1|
2450822|811|1|543
2450822|812|1|462
2450822|814|1|240
2450822|817|1|530
2450822|818|1|425
2450822|820|1|523
2450822|823|1|157
2450822|824|1|624
2450822|826|1|904
2450822|829|1|544
2450822|830|1|391
2450822|832|1|379
2450822|835|1|169
2450822|836|1|608
2450822|838|1|233
2450822|841|1|706
2450822|842|1|132
2450822|844|1|295
2450822|847|1|445
2450822|848|1|839
2450822|850|1|171
2450822|853|1|243
2450822|854|1|780
2450822|856|1|762
2450822|859|1|436
2450822|860|1|588
2450822|862|1|726
2450822|865|1|319
2450822|866|1|644
2450822|868|1|635
2450822|871|1|318
2450822|872|1|513
2450822|874|1|869
2450822|877|1|206
2450822|878|1|603
2450822|880|1|540
2450822|883|1|824
2450822|884|1|852
2450822|886|1|983
2450822|889|1|888
2450822|890|1|825
2450822|892|1|999
2450822|895|1|597
2450822|896|1|977
2450822|898|1|350
2450822|901|1|432
2450822|902|1|494
2450822|904|1|25
2450822|907|1|755
2450822|908|1|951
2450822|910|1|579
2450822|913|1|643
